ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɲ tʃ	2.41	767	1477	3494	0.0
s q	1.44	1038	4530	3499	0.0
j k	1.42	1204	3969	5450	0.0
t ʃ'	1.39	328	4999	328	0.0
n k	0.87	1333	7928	5450	0.0
t ʃʰ	0.51	120	4999	120	0.0
n t	0.47	940	7928	4999	0.0
r q	0.43	535	4070	3499	0.0
m p	0.32	475	3281	4493	0.0
x t	0.24	397	2775	4999	0.0
ʎ p'	0.21	74	1832	299	0.0
s p	0.17	406	4530	4493	0.0
j t	0.17	396	3969	4999	0.0
n q	0.14	435	7928	3499	0.0
r p	0.13	339	4070	4493	0.0
r l	0.12	89	4070	358	0.0
n k'	0.08	115	7928	434	0.0
x tʃ	0.05	145	2775	3494	0.0
j m	0.05	168	3969	3281	0.0
x ʎ	0.04	103	2775	1832	0.0
n t'	0.04	78	7928	378	0.0
x s	0.04	151	2775	4530	0.0
j k'	0.03	49	3969	434	0.0
s t	0.03	173	4530	4999	0.0
r qʰ	0.03	57	4070	616	0.0
s k'	0.03	50	4530	434	0.0
j n	0.03	198	3969	7928	0.0
j w	0.03	108	3969	2384	0.0
j p	0.03	147	3969	4493	0.0
j ʎ	0.03	93	3969	1832	0.0
n m	0.02	155	7928	3281	0.0
ʎ q	0.02	76	1832	3499	0.0
x p	0.02	99	2775	4493	0.0
s n	0.01	151	4530	7928	0.0
x k	0.01	97	2775	5450	0.0
ʃ k	0.01	38	463	5450	0.0
x r	0.01	75	2775	4070	0.0
s m	0.01	86	4530	3281	0.0
s q'	0.01	21	4530	196	0.0
j q	0.01	81	3969	3499	0.0
w p	0.01	71	2384	4493	0.0
r m	0.01	76	4070	3281	0.0
s k	0.01	101	4530	5450	0.0
w s	0.01	66	2384	4530	0.0
n ɲ	0.01	68	7928	1477	0.0
m p'	0.01	19	3281	299	0.0
ʎ p	0.01	54	1832	4493	0.0
ʃ pʰ	0.01	5	463	174	0.062
j tʃ	0.01	64	3969	3494	0.0
l t	0.01	22	358	4999	0.0
r k'	0.0	20	4070	434	0.0
ʃ kʰ	0.0	5	463	274	0.062
x m	0.0	42	2775	3281	0.0
n r	0.0	73	7928	4070	0.0
x q	0.0	38	2775	3499	0.0
s ʎ	0.0	33	4530	1832	0.0
s t'	0.0	13	4530	378	0.0
x t'	0.0	10	2775	378	0.002
j s	0.0	38	3969	4530	0.0
j r	0.0	36	3969	4070	0.0
r k	0.0	42	4070	5450	0.0
s w	0.0	29	4530	2384	0.0
ʃ w	0.0	9	463	2384	0.004
x w	0.0	22	2775	2384	0.0
m pʰ	0.0	6	3281	174	0.031
r q'	0.0	7	4070	196	0.016
l w	0.0	7	358	2384	0.016
x j	0.0	25	2775	3969	0.0
x ɲ	0.0	15	2775	1477	0.0
j q'	0.0	6	3969	196	0.031
n qʰ	0.0	15	7928	616	0.0
r kʰ	0.0	7	4070	274	0.016
l m	0.0	7	358	3281	0.016
n w	0.0	27	7928	2384	0.0
ɲ t	0.0	16	1477	4999	0.0
ʎ t	0.0	16	1832	4999	0.0
s p'	0.0	6	4530	299	0.031
r w	0.0	16	4070	2384	0.0
x n	0.0	23	2775	7928	0.0
ʎ m	0.0	11	1832	3281	0.001
s tʃ	0.0	17	4530	3494	0.0
j t'	0.0	5	3969	378	0.062
n q'	0.0	5	7928	196	0.062
r t	0.0	16	4070	4999	0.0
ʎ k'	0.0	3	1832	434	0.25
j ɲ	0.0	8	3969	1477	0.008
s kʰ	0.0	3	4530	274	0.25
n tʰ	0.0	2	7928	70	0.5
l k'	0.0	1	358	434	1.0
n j	0.0	14	7928	3969	0.0
ʃ q	0.0	3	463	3499	0.25
m s	0.0	9	3281	4530	0.004
w t	0.0	8	2384	4999	0.008
x tʰ	0.0	1	2775	70	1.0
ʎ k	0.0	7	1832	5450	0.016
n ʎ	0.0	8	7928	1832	0.008
x l	0.0	2	2775	358	0.5
n s	0.0	12	7928	4530	0.0
w k'	0.0	2	2384	434	0.5
s ɲ	0.0	5	4530	1477	0.062
n n	0.0	15	7928	7928	0.0
s r	0.0	7	4530	4070	0.016
ʎ w	0.0	3	1832	2384	0.25
l k	0.0	2	358	5450	0.5
w q	0.0	4	2384	3499	0.125
n kʰ	0.0	2	7928	274	0.5
j pʰ	0.0	1	3969	174	1.0
ʎ tʃ	0.0	3	1832	3494	0.25
r tʃ	0.0	4	4070	3494	0.125
w r	0.0	3	2384	4070	0.25
j kʰ	0.0	1	3969	274	1.0
r p'	0.0	1	4070	299	1.0
l q	0.0	1	358	3499	1.0
r n	0.0	5	4070	7928	0.062
j l	0.0	1	3969	358	1.0
l p	0.0	1	358	4493	1.0
s l	0.0	1	4530	358	1.0
r j	0.0	3	4070	3969	0.25
r ʎ	0.0	2	4070	1832	0.5
ʃ r	0.0	1	463	4070	1.0
h w	0.0	1	812	2384	1.0
w h	0.0	1	2384	812	1.0
ʃ t	0.0	1	463	4999	1.0
h m	0.0	1	812	3281	1.0
j h	0.0	1	3969	812	1.0
h t	0.0	1	812	4999	1.0
r ɲ	0.0	1	4070	1477	1.0
w tʃ	0.0	1	2384	3494	1.0
w j	0.0	1	2384	3969	1.0
w k	0.0	1	2384	5450	1.0
s j	0.0	1	4530	3969	1.0
m n	0.0	1	3281	7928	1.0
